month,day,order,country,page1_main_category,colour,location,model_photography,price,price_2,page,total_clicks,browsing_depth,weekday,weekend
4,1,7,29,1,1,1,1,62,1,2,1,2,1,0
4,5,1,29,1,2,4,1,38,2,1,1,1,5,1
4,3,1,21,4,2,5,2,38,1,1,2,4,3,0
7,17,85,9,4,3,1,1,28,2,1,16,5,3,0
4,1,5,46,1,3,3,1,62,1,1,3,2,1,0
4,27,10,29,3,14,4,1,43,1,1,4,3,6,1
8,11,11,29,1,3,3,1,62,1,1,12,4,0,0
4,24,1,29,2,3,1,2,57,1,1,1,1,3,0
4,8,1,9,1,4,2,1,62,1,2,1,2,1,0
6,11,30,9,2,10,2,1,52,1,1,6,2,2,0
5,21,3,29,4,2,6,2,38,1,1,8,4,2,0
4,10,11,29,4,2,2,2,43,1,5,2,5,3,0
5,27,3,29,1,14,5,2,33,2,1,4,1,1,0
5,29,12,29,3,9,5,2,20,2,3,7,4,3,0
4,9,3,29,4,9,1,1,33,2,3,4,5,2,0
6,4,15,29,2,11,2,1,57,1,2,4,2,2,0
4,12,2,21,1,3,1,1,43,2,1,2,1,5,1
6,20,3,29,1,3,1,1,43,2,1,3,4,4,0
4,29,2,9,2,3,1,2,57,1,1,3,1,1,0
5,25,7,29,3,4,2,1,48,1,1,7,4,6,1
4,28,6,29,1,3,1,1,72,1,1,4,1,0,0
4,24,6,29,3,7,2,1,28,2,3,4,3,3,0
6,6,38,9,3,12,1,1,43,1,1,13,3,4,0
6,4,6,29,1,12,1,2,33,2,2,2,3,2,0
6,26,2,9,2,9,4,1,57,1,2,2,2,3,0
5,9,5,29,1,1,6,1,33,2,1,1,1,4,0
4,1,6,29,1,3,3,1,62,1,1,9,3,1,0
7,22,2,29,1,1,5,1,28,2,1,5,1,1,0
5,5,10,29,3,6,1,2,57,1,4,3,4,0,0
4,25,1,29,2,6,6,2,38,2,1,1,1,4,0
4,24,4,29,1,4,6,1,38,2,1,2,1,3,0
6,24,4,9,1,3,1,1,72,1,1,2,1,1,0
4,28,21,29,4,2,5,2,33,2,2,5,2,0,0
4,8,4,24,1,4,6,1,38,2,1,2,1,1,0
5,2,10,29,4,3,2,1,23,2,1,6,1,4,0
4,7,3,29,2,2,4,1,67,1,1,5,2,0,0
6,18,15,29,3,2,4,2,28,2,2,4,2,2,0
8,6,153,29,1,3,3,1,82,1,1,49,5,2,0
4,29,6,9,3,7,6,1,48,1,2,1,2,1,0
8,7,2,29,1,3,2,1,43,2,1,3,4,3,0
7,11,10,29,4,2,3,1,28,2,1,3,2,4,0
5,27,10,46,2,11,2,1,57,1,2,2,2,1,0
5,4,25,9,1,6,5,2,62,1,2,7,2,6,1
4,16,12,29,2,10,2,1,52,1,1,9,1,2,0
5,23,1,14,2,9,4,1,57,1,2,1,2,4,0
6,4,12,29,4,2,3,1,28,2,1,5,1,2,0
7,8,42,21,3,7,4,1,33,2,1,13,5,1,0
6,30,18,29,4,12,1,2,33,2,5,4,5,0,0
7,9,1,29,1,4,6,1,38,2,1,1,1,2,0
5,24,1,29,4,3,1,1,38,1,1,1,1,5,1
6,11,2,29,2,2,4,1,67,1,1,2,1,2,0
5,20,6,29,2,10,2,1,52,1,1,2,5,1,0
7,31,1,29,3,11,2,1,48,1,1,1,1,3,0
7,30,1,24,3,4,1,2,28,2,1,1,1,2,0
6,8,9,27,3,11,2,2,43,1,2,3,4,6,1
6,16,1,29,3,14,6,1,43,1,2,3,4,0,0
5,7,1,29,3,4,1,2,28,2,1,3,3,2,0
5,25,6,46,1,8,1,1,28,2,1,1,1,6,1
5,27,64,29,4,14,2,2,48,1,5,13,5,1,0
4,17,3,29,3,13,3,1,48,1,1,2,1,3,0
6,1,3,29,2,4,1,1,57,1,1,2,1,6,1
6,23,27,29,4,12,3,2,33,2,4,3,4,0,0
4,23,16,29,4,2,1,1,48,1,1,11,3,2,0
7,27,12,29,1,8,1,1,28,2,1,2,3,6,1
4,2,58,29,1,4,6,1,38,2,1,16,5,2,0
7,11,7,29,4,4,5,2,38,1,1,5,1,4,0
5,28,7,29,1,14,6,2,33,2,2,2,2,2,0
5,20,9,29,2,10,2,1,52,1,1,7,3,1,0
7,30,2,29,1,4,6,1,38,2,1,2,1,2,0
4,15,10,29,2,10,2,1,52,1,1,4,2,1,0
4,10,1,29,2,2,4,1,43,2,1,1,1,3,0
4,1,9,9,1,2,6,1,38,2,2,6,2,1,0
4,18,1,29,1,3,3,1,82,1,1,6,2,4,0
8,5,9,29,4,4,4,2,65,1,1,4,3,1,0
7,14,3,25,4,1,3,2,28,2,4,4,4,0,0
7,24,2,29,1,3,1,1,43,2,1,8,3,3,0
4,24,7,29,4,6,2,2,28,2,2,2,2,3,0
4,24,3,29,2,12,1,1,67,1,2,2,2,3,0
8,6,10,29,1,4,1,1,38,2,3,2,3,2,0
5,8,13,29,4,4,2,1,38,1,1,3,2,3,0
4,28,16,29,4,3,1,1,38,1,1,7,1,0,0
6,6,1,29,3,11,2,1,48,1,1,2,1,4,0
7,8,5,29,1,2,1,1,62,1,3,4,3,1,0
5,12,12,29,4,9,4,2,33,2,3,4,3,0,0
4,3,4,29,2,9,5,1,57,1,2,6,2,3,0
6,23,5,29,4,6,2,2,28,2,2,1,2,0,0
6,17,8,29,2,9,4,1,38,2,2,7,2,1,0
6,17,4,9,3,14,6,1,48,1,1,3,1,1,0
4,21,1,29,2,11,2,1,57,1,2,4,3,0,0
4,1,1,9,1,1,5,1,28,2,1,1,1,1,0
4,18,7,29,4,9,2,2,43,1,3,2,3,4,0
8,12,11,29,1,1,5,1,38,2,2,3,2,1,0
6,26,2,9,3,6,1,2,23,2,1,1,1,3,0
6,24,1,29,3,4,2,1,48,1,1,1,1,1,0
6,8,11,29,1,3,3,1,62,1,1,2,4,6,1
6,21,12,9,1,6,5,2,62,1,2,7,2,5,1
4,27,1,29,4,9,4,2,33,2,3,1,3,6,1
4,17,1,29,4,4,2,1,38,1,1,1,1,3,0
4,2,3,29,2,6,5,1,38,2,2,1,2,2,0
4,27,4,29,2,10,2,1,52,1,1,3,1,6,1
7,23,8,29,2,12,5,2,62,1,1,7,3,2,0
6,25,11,29,1,1,5,1,38,2,2,5,5,2,0
6,7,2,9,1,3,2,1,43,2,1,1,1,5,1
6,30,26,29,2,6,6,2,38,2,1,8,4,0,0
4,23,3,29,3,9,5,1,48,1,1,1,1,2,0
7,18,8,29,3,6,1,2,57,1,4,2,4,4,0
7,4,38,29,1,3,4,1,38,2,1,8,5,4,0
5,25,8,46,1,3,3,1,62,1,1,4,1,6,1
5,28,6,9,3,13,2,1,28,2,3,3,3,2,0
6,14,8,11,3,14,6,1,38,2,3,3,3,5,1
5,25,9,9,2,2,2,1,67,1,2,3,2,6,1
4,20,1,29,1,8,1,1,28,2,1,3,2,6,1
8,3,24,9,3,11,3,1,48,1,2,4,2,6,1
6,11,7,29,4,2,2,1,43,1,1,4,5,2,0
5,14,2,29,4,4,4,2,65,1,1,1,1,2,0
7,25,5,29,3,13,1,2,48,1,2,2,2,4,0
6,17,8,29,2,9,5,1,57,1,2,2,2,1,0
5,22,1,29,2,10,2,1,52,1,1,2,1,3,0
8,5,3,29,1,3,4,1,38,2,1,2,2,1,0
4,6,8,29,1,2,3,1,38,2,2,2,2,6,1
4,22,1,29,3,14,6,1,48,1,1,1,1,1,0
5,27,1,29,1,14,5,2,33,2,1,1,1,1,0
7,12,23,29,1,8,1,1,28,2,1,6,1,5,1
8,6,20,29,2,6,3,1,38,2,1,49,5,2,0
4,17,4,29,3,14,6,1,48,1,1,1,1,3,0
6,13,15,29,4,2,3,1,28,2,1,9,4,4,0
7,20,5,44,1,6,1,1,62,1,3,2,3,6,1
5,7,7,9,3,9,5,1,23,2,1,3,2,2,0
7,30,11,29,2,2,4,1,43,2,1,2,3,2,0
6,24,4,29,4,9,5,1,28,2,3,2,3,1,0
5,18,2,29,2,2,5,1,62,1,1,2,1,6,1
6,19,1,29,1,3,2,2,38,2,1,3,2,3,0
5,4,36,29,2,2,4,1,43,2,1,6,4,6,1
5,4,59,29,4,14,5,1,33,2,3,15,4,6,1
5,28,6,29,2,11,2,1,57,1,2,2,2,2,0
6,17,7,29,2,6,3,1,38,2,2,2,2,1,0
6,11,19,9,3,14,5,1,48,1,2,8,4,2,0
4,29,4,29,2,2,5,1,62,1,1,3,1,1,0
7,6,4,29,3,2,4,2,28,2,2,2,3,6,1
8,4,5,29,1,3,1,1,43,2,1,2,1,0,0
7,13,4,44,4,4,4,1,33,2,1,2,3,6,1
6,22,32,29,3,6,3,2,28,2,3,23,5,6,1
8,3,2,29,3,12,1,1,43,1,1,1,1,6,1
4,30,8,29,1,3,4,1,38,2,1,4,1,2,0
6,12,1,34,3,9,5,1,23,2,1,1,1,3,0
6,3,4,29,4,4,2,1,38,1,1,6,3,1,0
6,19,15,29,1,3,3,1,43,2,1,4,1,3,0
6,7,14,29,4,2,3,1,28,2,1,7,1,5,1
6,30,22,29,3,4,5,2,26,2,3,4,3,0,0
4,19,13,29,3,11,3,1,48,1,2,3,4,5,1
4,6,1,29,2,3,1,2,57,1,1,2,1,6,1
5,10,1,29,4,2,3,1,28,2,1,2,1,5,1
4,7,5,9,3,6,1,2,57,1,4,7,4,0,0
6,24,1,29,3,9,5,1,48,1,1,1,1,1,0
5,14,20,9,3,2,4,2,28,2,2,5,4,2,0
4,29,52,9,3,11,2,1,48,1,1,6,2,1,0
5,17,4,29,2,12,1,1,67,1,2,6,3,5,1
4,13,3,29,1,3,1,1,72,1,1,8,1,6,1
6,13,4,29,4,2,5,2,43,1,4,1,4,4,0
7,14,5,29,3,6,1,1,77,1,3,3,3,0,0
5,6,2,29,3,6,4,2,52,1,2,1,2,1,0
4,26,1,29,1,8,1,1,28,2,1,8,4,5,1
4,20,4,9,3,12,1,1,48,1,2,4,2,6,1
7,28,1,29,2,2,4,1,38,2,1,5,4,0,0
7,14,4,29,2,12,6,1,52,1,1,2,1,0,0
4,10,3,9,3,6,1,2,23,2,1,2,1,3,0
7,3,12,29,4,4,4,1,33,2,1,9,1,3,0
6,5,2,29,3,6,1,2,23,2,1,3,2,3,0
8,5,19,29,4,7,1,1,23,2,2,4,3,1,0
5,16,4,29,1,2,6,1,62,1,1,7,1,4,0
6,18,6,29,2,2,6,1,48,2,2,2,2,2,0
6,17,1,29,2,2,4,1,67,1,1,1,1,1,0
8,2,3,29,1,1,5,1,28,2,1,1,1,5,1
6,30,2,29,1,3,2,1,43,2,1,1,1,0,0
6,30,1,34,1,3,2,2,38,2,1,1,1,0,0
4,30,2,29,1,1,1,1,62,1,2,14,3,2,0
4,1,9,29,1,2,6,1,62,1,1,4,3,1,0
7,19,5,29,4,4,3,2,28,2,1,2,1,5,1
4,23,14,29,3,11,2,1,48,1,1,5,2,2,0
5,22,7,29,3,12,1,1,43,1,1,7,4,3,0
6,23,10,24,2,6,5,2,33,2,2,3,2,0,0
5,20,9,29,4,7,3,2,38,1,3,7,4,1,0
4,28,10,9,1,3,3,1,43,2,1,9,3,0,0
4,18,6,29,1,3,3,1,43,2,1,6,4,4,0
5,2,30,9,1,3,3,1,82,1,1,11,3,4,0
8,11,3,29,4,6,6,2,38,1,4,5,4,0,0
6,30,1,29,1,3,2,1,43,2,1,2,1,0,0
8,6,50,29,4,2,5,2,38,1,1,14,5,2,0
7,31,18,29,4,4,4,2,65,1,1,5,4,3,0
5,16,4,29,4,4,4,2,65,1,1,2,1,4,0
7,2,55,29,4,3,1,1,38,1,1,22,3,2,0
4,21,2,29,2,6,3,1,38,2,2,4,2,0,0
7,12,32,29,4,2,1,1,33,2,4,13,5,5,1
4,5,1,29,4,2,1,1,48,1,1,3,3,5,1
7,10,3,29,4,2,3,2,43,1,2,5,5,3,0
7,3,1,29,1,3,2,1,43,2,1,2,1,3,0
4,30,5,9,1,3,2,1,43,2,1,7,2,2,0
4,1,1,29,1,1,3,1,38,2,2,1,2,1,0
5,29,12,9,1,3,4,1,62,1,1,5,1,3,0
7,8,28,46,3,4,5,2,26,2,3,17,3,1,0
4,19,2,46,1,14,6,2,33,2,2,3,4,5,1
7,31,2,29,4,2,3,1,28,2,1,1,1,3,0
7,20,2,29,4,4,2,1,43,1,3,1,3,6,1
4,21,4,29,1,2,4,1,38,2,1,9,3,0,0
5,24,5,29,1,3,2,2,38,2,1,8,1,5,1
8,12,11,29,3,4,1,2,28,2,1,5,1,1,0
4,7,10,9,2,2,6,1,48,2,2,4,3,0,0
4,14,5,29,3,9,6,1,50,1,2,3,2,0,0
7,13,6,9,1,2,6,1,62,1,1,3,2,6,1
5,8,5,29,1,3,2,1,43,2,1,4,1,3,0
4,3,2,29,1,8,1,1,28,2,1,2,1,3,0
6,18,2,29,4,6,2,2,28,2,2,3,3,2,0
5,29,3,29,4,11,3,2,28,2,3,5,4,3,0
5,25,25,29,1,2,6,1,62,1,1,5,3,6,1
5,17,6,29,4,7,3,1,28,2,5,2,5,5,1
7,7,3,29,4,14,2,1,28,2,4,3,4,0,0
4,28,1,29,4,6,6,2,38,1,4,1,4,0,0
5,19,2,29,4,4,5,2,38,1,1,1,1,0,0
8,1,1,29,3,6,2,1,33,2,1,1,1,4,0
4,20,1,29,4,4,5,2,38,1,1,1,1,6,1
6,15,18,29,4,9,5,1,28,2,3,7,3,6,1
8,13,26,29,3,5,1,2,33,2,4,10,4,2,0
6,30,1,24,4,2,1,1,48,1,1,5,1,0,0
4,23,5,46,3,11,2,1,48,1,1,2,1,2,0
5,21,3,46,3,12,1,1,43,1,1,2,1,2,0
7,2,1,29,2,2,4,1,67,1,1,1,1,2,0
8,6,5,29,4,2,1,1,48,1,1,1,1,2,0
4,14,17,29,2,2,6,1,48,2,2,2,2,0,0
4,10,3,29,2,6,5,1,38,2,2,2,2,3,0
6,16,3,29,4,2,6,2,38,1,1,4,1,0,0
7,8,36,46,3,13,2,1,28,2,3,17,3,1,0
4,16,4,29,3,9,5,2,20,2,3,3,3,2,0
4,8,1,29,3,7,4,1,33,2,1,1,1,1,0
6,30,15,29,4,4,4,1,33,2,1,5,3,0,0
7,31,9,29,1,4,2,2,38,2,3,3,3,3,0
5,17,6,29,1,3,4,1,62,1,1,2,1,5,1
4,7,5,29,2,9,5,1,57,1,2,2,2,0,0
4,16,9,29,1,2,6,1,62,1,1,3,1,2,0
7,5,3,29,1,2,6,1,62,1,1,2,2,5,1
4,12,12,29,3,6,5,1,33,2,1,4,3,5,1
4,21,1,29,1,12,1,2,33,2,2,1,2,0,0
5,14,2,32,2,10,2,1,52,1,1,1,1,2,0
8,10,22,29,2,7,2,1,38,2,2,5,4,6,1
5,25,14,29,3,9,5,1,23,2,1,6,2,6,1
8,8,4,29,4,3,1,1,28,2,1,2,1,4,0
4,1,6,21,4,7,2,1,43,1,5,3,5,1,0
6,3,5,29,4,3,1,1,38,1,1,3,1,1,0
4,25,6,9,2,7,2,1,38,2,2,3,2,4,0
5,29,9,29,3,7,4,1,33,2,1,3,2,3,0
7,31,21,29,1,3,4,1,62,1,1,5,4,3,0
7,28,4,29,4,9,5,1,38,1,4,3,4,0,0
7,17,5,29,2,10,2,1,52,1,1,9,5,3,0
5,9,1,29,1,3,4,1,38,2,1,1,1,4,0
6,1,6,29,3,13,6,1,28,2,1,2,3,6,1
7,18,2,29,3,9,5,2,20,2,3,6,3,4,0
4,14,18,29,1,3,4,1,62,1,1,10,4,0,0
5,16,10,29,3,6,1,2,23,2,1,3,1,4,0
4,10,12,29,4,4,4,1,33,2,1,4,4,3,0
5,7,11,29,4,2,2,1,43,1,1,4,1,2,0
7,16,4,29,2,6,6,2,38,2,1,2,1,2,0
6,26,38,29,4,6,6,2,38,1,4,10,4,3,0
7,5,5,29,4,6,2,2,28,2,3,6,4,5,1
5,9,13,29,4,2,2,1,43,1,1,5,1,4,0
4,8,3,29,2,13,1,1,38,2,2,4,2,1,0
8,5,5,29,4,2,3,1,28,2,1,3,1,1,0
4,18,1,29,3,2,5,1,33,2,2,1,2,4,0
4,8,3,9,1,3,4,1,62,1,1,4,3,1,0
4,2,3,29,2,2,4,1,67,1,1,2,1,2,0
7,16,13,29,3,9,5,2,20,2,3,3,3,2,0
7,1,17,29,3,14,2,2,48,1,4,8,4,1,0
4,12,3,29,3,14,6,1,38,2,3,4,3,5,1
5,27,29,9,2,9,5,1,57,1,2,11,3,1,0
6,12,17,24,1,12,1,2,33,2,2,12,3,3,0
5,20,3,29,2,9,5,1,38,2,1,2,1,1,0
4,9,1,29,4,3,1,1,38,1,1,2,1,2,0
5,8,35,9,3,9,5,2,20,2,3,7,4,3,0
5,4,30,41,4,4,4,2,38,1,1,7,4,6,1
7,1,16,29,4,9,2,2,43,1,3,5,3,1,0
4,30,9,29,4,14,1,2,33,2,4,1,4,2,0
7,20,3,29,4,3,1,1,28,2,1,14,4,6,1
7,26,9,29,4,4,5,1,38,1,1,5,3,5,1
5,19,34,29,1,2,5,1,38,2,2,9,4,0,0
5,2,4,29,2,9,5,1,38,2,1,3,2,4,0
7,8,20,29,2,6,3,1,38,2,1,6,3,1,0
6,30,6,46,2,2,2,1,52,1,1,2,2,0,0
8,8,19,29,4,2,1,1,33,2,4,4,4,4,0
4,26,8,29,1,3,4,1,38,2,1,2,1,5,1
5,15,1,24,3,6,1,2,57,1,4,2,4,3,0
4,25,2,29,2,4,1,1,57,1,1,4,2,4,0
7,21,1,29,1,3,3,1,43,2,1,1,1,0,0
4,15,1,3,1,3,4,1,38,2,1,1,1,1,0
5,5,7,16,1,2,3,1,38,2,2,3,2,0,0
7,11,3,24,1,3,2,1,43,2,1,1,1,4,0
7,26,1,29,1,8,1,1,28,2,1,2,1,5,1
6,24,1,29,1,3,2,1,43,2,1,1,1,1,0
4,10,40,29,1,3,4,1,38,2,1,10,2,3,0
6,24,11,29,4,14,1,2,33,2,4,6,5,1,0
6,7,67,16,2,4,1,1,57,1,1,27,5,5,1
6,8,6,29,4,7,6,1,33,2,1,2,1,6,1
7,4,3,29,3,2,4,2,48,1,2,2,2,4,0
7,21,8,29,2,2,4,1,38,2,1,2,1,0,0
6,15,6,29,1,3,3,1,43,2,1,7,2,6,1
6,29,5,29,1,4,2,1,43,2,3,3,3,6,1
5,8,1,29,4,3,1,1,38,1,1,2,2,3,0
7,20,25,29,4,4,4,1,33,2,1,8,3,6,1
4,1,5,29,2,6,6,2,38,2,1,4,1,1,0
5,25,7,29,3,2,3,2,48,1,1,7,5,6,1
7,12,5,29,3,14,5,1,48,1,2,3,3,5,1
6,6,22,29,4,14,2,2,48,1,5,4,5,4,0
4,12,8,29,3,4,1,2,28,2,1,3,1,5,1
7,13,6,29,1,1,5,1,38,2,2,2,2,6,1
7,15,1,29,2,2,4,1,38,2,1,7,2,1,0
6,17,2,29,2,2,4,1,67,1,1,5,2,1,0
8,10,8,29,2,10,2,1,52,1,1,2,1,6,1
6,9,5,29,4,14,1,1,43,1,3,2,3,0,0
8,11,11,29,4,2,6,2,38,1,3,3,4,0,0
4,18,4,29,3,11,2,2,43,1,2,3,2,4,0
4,3,3,29,1,3,3,1,62,1,1,2,2,3,0
5,8,24,29,4,4,5,1,38,1,1,5,1,3,0
7,10,18,29,2,12,5,2,62,1,1,7,2,3,0
5,8,7,29,1,2,2,1,48,1,2,5,3,3,0
4,30,2,9,3,2,4,2,28,2,2,1,2,2,0
8,9,70,9,3,13,2,1,28,2,3,27,4,5,1
5,31,36,29,2,4,3,2,52,1,1,7,3,5,1
4,18,34,24,4,2,1,1,48,1,2,15,3,4,0
6,26,23,29,4,9,1,1,33,2,3,10,4,3,0
8,11,13,29,4,4,3,2,28,2,1,4,5,0,0
4,19,3,29,3,9,4,2,28,2,1,1,1,5,1
7,9,16,29,2,2,3,1,57,1,2,6,2,2,0
6,6,6,29,4,14,2,2,48,1,5,2,5,4,0
8,12,4,29,3,11,2,1,48,1,1,3,4,1,0
6,3,15,29,4,4,3,2,28,2,1,8,5,1,0
6,19,3,29,1,3,1,1,72,1,1,3,5,3,0
7,14,2,29,3,14,6,1,57,1,3,1,3,0,0
7,28,1,29,3,14,6,1,48,1,1,1,1,0,0
7,15,5,29,2,2,4,1,67,1,1,2,1,1,0
6,20,4,46,3,4,2,1,48,1,1,2,3,4,0
5,30,14,29,2,2,4,1,67,1,1,3,1,4,0
6,27,18,29,4,4,5,2,38,1,1,5,2,4,0
4,21,1,29,1,14,5,2,33,2,1,5,1,0,0
4,10,20,29,1,3,2,1,43,2,1,10,2,3,0
7,22,3,29,4,11,6,2,23,2,3,2,3,1,0
7,16,2,29,1,2,5,1,38,2,2,2,2,2,0
6,10,2,29,2,7,2,1,38,2,2,1,2,1,0
8,10,7,29,3,2,4,2,48,1,2,4,3,6,1
5,17,7,29,3,6,2,1,33,2,1,5,3,5,1
5,29,59,31,3,11,3,1,48,1,2,13,4,3,0
4,8,2,29,1,3,1,1,72,1,1,2,1,1,0
4,1,12,29,3,11,2,1,48,1,1,10,3,1,0
7,9,6,29,4,4,1,1,33,2,2,7,3,2,0
4,26,8,29,2,3,1,2,57,1,1,4,1,5,1
5,5,1,29,4,2,5,2,38,1,1,1,1,0,0
4,29,4,24,3,7,6,1,48,1,2,2,2,1,0
7,29,3,29,2,12,6,1,52,1,1,5,2,1,0
5,5,6,29,3,14,5,1,48,1,2,2,2,0,0
5,27,23,29,3,12,1,1,43,1,1,10,1,1,0
5,22,2,29,4,14,1,1,43,1,3,1,3,3,0
4,13,2,29,4,14,2,1,28,2,4,6,4,6,1
6,19,21,29,4,14,2,2,48,1,5,7,5,3,0
5,24,2,29,2,2,4,1,67,1,1,2,2,5,1
7,30,17,29,1,3,2,1,43,2,1,7,2,2,0
4,11,1,29,4,6,2,2,28,2,2,2,2,4,0
4,1,2,29,1,3,3,1,82,1,1,2,1,1,0
4,1,6,29,1,3,4,1,38,2,1,2,2,1,0
5,10,3,29,3,9,6,1,50,1,2,3,3,5,1
6,10,4,29,3,12,1,1,43,1,1,4,3,1,0
5,22,28,29,4,14,1,1,43,1,3,9,3,3,0
7,28,1,29,4,2,2,1,43,1,1,5,4,0,0
5,4,2,29,2,6,3,1,38,2,2,1,2,6,1
6,3,3,9,3,11,2,1,48,1,1,2,2,1,0
6,25,2,29,3,9,4,2,28,2,1,1,1,2,0
4,17,3,29,3,11,2,1,48,1,1,3,2,3,0
7,19,4,29,1,14,5,2,33,2,1,1,1,5,1
6,28,3,29,1,1,5,1,28,2,1,2,1,5,1
4,14,21,29,1,1,3,1,38,2,2,11,3,0,0
4,25,3,29,4,7,6,1,33,2,1,2,1,4,0
7,20,17,29,2,12,1,1,52,1,1,5,1,6,1
5,12,1,29,2,4,1,1,57,1,1,3,1,0,0
7,3,34,29,1,1,5,1,28,2,1,9,1,3,0
6,12,11,9,1,2,1,1,62,1,3,3,3,3,0
6,25,3,9,2,6,6,2,38,2,1,4,2,2,0
6,20,3,29,2,11,2,1,57,1,2,1,2,4,0
4,16,1,29,4,14,6,1,33,2,4,1,4,2,0
5,6,16,29,4,14,1,2,33,2,4,4,4,1,0
4,3,1,29,1,8,1,1,28,2,1,3,2,3,0
8,5,1,29,4,2,1,1,48,1,1,2,2,1,0
7,3,2,29,2,2,4,1,67,1,1,3,2,3,0
7,5,6,29,4,1,3,2,28,2,4,1,4,5,1
4,10,1,9,2,3,1,2,57,1,1,2,1,3,0
8,12,15,24,3,9,5,2,20,2,3,3,3,1,0
7,22,7,29,3,5,1,2,33,2,4,1,4,1,0
4,16,9,29,4,4,5,2,38,1,1,8,5,2,0
7,30,9,29,3,6,5,1,20,2,3,7,3,2,0
4,29,5,9,3,4,5,2,26,2,3,19,4,1,0
4,17,5,29,2,12,1,1,52,1,1,1,1,3,0
4,23,28,29,1,14,5,2,33,2,1,14,4,2,0
5,7,3,29,2,14,2,2,52,1,1,1,1,2,0
5,25,14,29,3,13,1,1,38,2,3,12,4,6,1
6,2,9,29,4,3,2,1,23,2,1,2,1,0,0
8,7,1,38,1,2,4,1,38,2,1,1,1,3,0
5,26,2,29,2,2,4,1,67,1,1,2,1,0,0
4,21,17,29,2,10,2,1,52,1,1,4,1,0,0
6,30,4,29,4,2,2,1,43,1,1,2,1,0,0
4,16,30,29,4,4,5,2,38,1,1,7,2,2,0
4,23,38,29,2,2,3,1,57,1,2,11,3,2,0
8,11,9,29,1,1,5,1,28,2,1,4,3,0,0
4,22,6,46,3,2,3,2,48,1,1,4,3,1,0
5,18,5,29,1,3,3,1,82,1,1,2,1,6,1
7,4,1,29,4,7,6,1,33,2,1,1,1,4,0
6,25,16,29,1,3,4,1,62,1,1,4,4,2,0
6,8,20,29,2,2,4,1,43,2,1,10,3,6,1
6,27,21,29,4,4,4,1,33,2,1,4,2,4,0
7,31,10,29,2,2,4,1,38,2,1,8,2,3,0
4,3,2,29,3,2,3,1,33,2,2,4,2,3,0
7,25,3,29,2,2,2,1,52,1,1,2,1,4,0
5,6,3,29,4,9,5,1,28,2,3,3,3,1,0
5,25,5,29,1,6,5,2,62,1,2,1,2,6,1
7,20,3,21,1,3,1,1,43,2,1,1,1,6,1
7,5,6,29,1,3,4,1,38,2,1,3,1,5,1
5,13,2,29,1,2,2,1,48,1,2,4,2,1,0
4,28,5,29,4,2,1,1,48,1,2,8,3,0,0
6,30,4,29,1,3,3,1,43,2,1,1,1,0,0
5,28,2,29,4,14,3,2,28,2,4,5,4,2,0
6,10,13,29,4,9,4,2,33,2,3,5,3,1,0
4,25,8,29,1,6,5,2,62,1,2,7,4,4,0
7,29,7,29,3,14,3,1,55,1,3,5,3,1,0
7,8,12,29,2,6,5,1,38,2,2,7,4,1,0
7,2,1,29,2,2,4,1,38,2,1,1,1,2,0
5,5,1,29,2,9,5,1,38,2,1,1,1,0,0
7,23,1,29,1,3,3,1,82,1,1,3,2,2,0
4,20,8,29,2,4,1,1,57,1,1,3,1,6,1
5,27,11,29,1,3,1,1,72,1,1,3,5,1,0
4,4,3,29,2,11,2,1,57,1,2,4,2,4,0
8,2,5,29,3,2,3,1,33,2,2,2,2,5,1
6,27,2,46,1,4,2,1,62,1,2,1,2,4,0
5,4,37,29,4,14,1,1,43,1,3,15,4,6,1
6,3,2,29,3,7,4,1,33,2,1,2,1,1,0
7,23,71,29,4,6,2,2,28,2,3,26,5,2,0
6,10,10,29,4,4,5,2,38,1,1,4,4,1,0
7,8,33,9,3,5,1,2,33,2,4,5,4,1,0
4,25,3,29,1,3,1,1,43,2,1,2,1,4,0
4,16,10,29,4,2,5,2,38,1,1,3,3,2,0
5,13,3,9,1,2,4,1,38,2,1,3,1,1,0
4,16,8,29,1,6,2,2,33,2,2,3,3,2,0
7,15,6,29,2,2,2,1,52,1,1,4,4,1,0
4,20,1,29,3,6,2,1,33,2,1,1,1,6,1
7,8,10,29,4,4,1,1,43,1,4,6,5,1,0
6,29,2,29,3,13,1,1,48,1,4,1,4,6,1
6,1,45,29,2,6,3,1,38,2,1,17,4,6,1
4,30,9,29,1,2,4,1,60,1,2,7,2,2,0
4,12,3,29,4,2,1,1,48,1,1,4,3,5,1
5,4,4,29,2,7,2,1,38,2,2,2,2,6,1
7,6,14,29,4,2,1,1,48,1,2,4,5,6,1
7,10,3,29,4,6,5,2,33,2,3,4,3,3,0
5,5,3,29,1,6,5,2,62,1,2,1,2,0,0
7,28,3,29,3,7,4,1,33,2,1,2,1,0,0
5,15,10,29,1,2,4,1,60,1,2,2,2,3,0
5,19,4,29,2,12,5,2,62,1,1,2,1,0,0
5,16,8,29,1,4,2,2,38,2,3,4,3,4,0
5,29,9,29,2,11,2,1,57,1,2,11,2,3,0
7,11,1,29,4,4,3,1,43,1,2,1,2,4,0
4,26,15,29,1,2,6,1,38,2,2,9,5,5,1
6,7,2,29,2,11,2,1,57,1,2,2,2,5,1
5,13,5,46,3,5,1,2,33,2,4,2,4,1,0
